FILENAME;WORKSHEET;CELL;FAULTY;CELL_COLUMN;CELL_DISTANCE_TO_RELATIVE_COLUMN_BOOLEAN;CELL_DISTANCE_TO_RELATIVE_ROW_BOOLEAN;CELL_INCOMING_AREA_REFERENCES;CELL_INCOMING_CELL_REFERENCES;CELL_INCOMING_REFERENCES;CELL_INCOMING_REFERENCES_FROM_OTHER_WORKSHEETS;CELL_ROW;CELL_STANDARD_DEVIATION_COLUMN;CELL_STANDARD_DEVIATION_ROW;CELL_SUCCESSORS;CELL_SUCCESSORS_IN_OTHER_WORKSHEETS;FORMULACELL_CONDITIONAL_CONSTRUCT_COMPLEXITY;FORMULACELL_DISPERSION_OF_REFERENCES;FORMULACELL_LONGEST_CALCULATION_CHAIN;FORMULACELL_PREDECESSORS;FORMULACELL_PREDECESSORS_DISTANT;FORMULACELL_PREDECESSORS_EMPTY;FORMULACELL_PREDECESSORS_IN_DIFFERENT_COLUMNS;FORMULACELL_PREDECESSORS_IN_DIFFERENT_ROWS;FORMULACELL_PREDECESSORS_IN_OTHER_WORKSHEETS;FORMULACELL_PREDECESSORS_MIDDLEMAN;FORMULACELL_PREDECESSORS_REVERSE;FORMULACELL_RANGE_HEIGHT_GROWTH_CUMMULATIVE;FORMULACELL_RANGE_WIDTH_GROWTH_CUMMULATIVE;FORMULACELL_REACHABILITY;FORMULACELL_REACHABILITY_AVERAGE;FORMULACELL_REFERENCES_TO_OTHER_WORKSHEETS;FORMULACELL_REFERENCE_DISTANCE;FORMULACELL_REFERENCE_SPREADING_COLUMN;FORMULACELL_REFERENCE_SPREADING_ROW;FORMULACELL_REFERENCE_SPREADING_WORKSHEET;FORMULACELL_SIMILAR_CALCULATIONS;FORMULACELL_SIMILAR_FORMULAS;FORMULA_CONDITIONAL_COMPLEXITY;FORMULA_CONDITIONAL_OPERATIONS;FORMULA_DECISON_COUNT;FORMULA_LENGTH;FORMULA_NESTING_LEVEL_AVERAGE;FORMULA_NESTING_LEVEL_MAX;FORMULA_NUMBER_OF_AREA_REFERENCES;FORMULA_NUMBER_OF_BINARY_OPERATORS;FORMULA_NUMBER_OF_CELL_REFERENCES;FORMULA_NUMBER_OF_CONSTANTS;FORMULA_NUMBER_OF_FUNCTIO_OPERATORS;FORMULA_NUMBER_OF_NAME_REFERENCES;FORMULA_NUMBER_OF_OPERANDS;FORMULA_NUMBER_OF_OPERATORS;FORMULA_NUMBER_OF_PARENTHESIS_OPERATORS;FORMULA_NUMBER_OF_PERCENT_OPERATORS;FORMULA_NUMBER_OF_RANGE_REFERENCES;FORMULA_NUMBER_OF_REFERENCES;FORMULA_NUMBER_OF_UNARY_OPERATORS;FORMULA_NUMBER_OF_UNION_REFERENCES;WORKSHEET_CELLS;WORKSHEET_CELLS_FORMULA;WORKSHEET_COLUMNS;WORKSHEET_FORMULAS_UNIQUE;WORKSHEET_POSITION;WORKSHEET_PREDECESSORS;WORKSHEET_PREDECESSORS_IN_OTHER_WORKSHEETS;WORKSHEET_ROWS;WORKSHEET_SUCCESSORS;WORKSHEET_SUCCESSORS_IN_OTHER_WORKSHEETS
02.properties;Sheet1;I26;FALSE;9;1;10;1;0;1;0;26;0.1951165103363338;2.244648967642479;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I27;FALSE;9;1;10;1;0;1;0;27;0.1951165103363338;2.2446496416864354;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I28;FALSE;9;1;10;1;0;1;0;28;0.1951165103363338;2.2446503154246953;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I29;FALSE;9;1;10;1;0;1;0;29;0.1951165103363338;2.2446509888572543;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I30;FALSE;9;1;10;1;0;1;0;30;0.1951165103363338;2.244651661984108;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I31;FALSE;9;1;10;1;0;1;0;31;0.1951165103363338;2.244652334805252;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I17;FALSE;9;1;10;1;0;1;0;17;0.20200946289178598;2.2446618533183167;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I18;FALSE;9;1;10;1;0;1;0;18;0.20200946289178598;2.2446625437878365;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I19;FALSE;9;1;10;1;0;1;0;19;0.20200946289178598;2.2446632339325827;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I20;FALSE;9;1;10;1;0;1;0;20;0.20200946289178598;2.244663923752551;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I21;FALSE;9;1;10;1;0;1;0;21;0.20200946289178598;2.2446646132477355;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I22;FALSE;9;1;10;1;0;1;0;22;0.20200946289178598;2.2446653024181322;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I23;FALSE;9;1;10;1;0;1;0;23;0.20200946289178598;2.2446659912637354;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I24;FALSE;9;1;10;1;0;1;0;24;0.20200946289178598;2.2446507616408713;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;G33;FALSE;7;25;10;0;0;0;0;33;4.799978428187089;-0.0;0;0;1;0.0;1;25;0;1;0;25;0;0;0;24;0;25;0.9615384615384616;0;325;0;25;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;211;26;9;2;1;74;0;34;26;0
02.properties;Sheet1;I34;TRUE;9;3;10;0;0;0;0;34;4.7999764415147;-0.0;0;0;1;0.0;2;25;0;2;0;25;0;0;0;24;0;48;0.6666666666666666;0;325;0;25;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;211;26;9;2;1;74;0;34;26;0
03.properties;BMSPT066;L12;FALSE;12;1;1;3;1;4;0;12;0.0;0.5773502691896258;29;0;1;0.9486966896680809;34;7;2;0;2;7;0;0;1;3;0;32;0.10847457627118644;0;65;11;32;0;0;6;1;0;0;11;2.3636363636363638;4;1;3;3;0;1;0;4;7;3;0;0;4;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;Q17;FALSE;17;1;1;2;1;3;0;17;0.0;0.0;3;0;1;0.0;1;1;0;0;0;1;0;0;0;0;0;1;0.5;0;11;0;11;0;30;1;1;0;0;3;0.6666666666666666;1;0;1;1;1;0;0;2;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;H8;FALSE;8;1;1;2;2;4;0;8;0.0;0.0;4;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;63;2;1;0;0;2;0.5;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;I9;FALSE;9;1;1;2;1;3;0;9;0.0;0.0;3;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;56;2;1;0;0;1;0.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;J10;FALSE;10;1;1;1;0;1;0;10;0.0;0.0;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;1;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;K11;FALSE;11;1;1;2;1;3;0;11;0.0;0.0;3;0;1;0.0;1;3;0;0;3;0;0;0;0;0;0;3;0.75;0;11;6;0;0;0;2;1;0;0;4;0.75;1;0;0;3;0;1;0;3;1;0;0;0;3;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;M13;FALSE;13;1;1;3;1;4;0;13;0.0;0.5773502691896258;28;0;1;0.9558428315803071;35;8;2;0;2;8;0;0;1;4;0;64;0.10829103214890017;0;72;12;32;0;0;6;1;0;0;11;2.3636363636363638;4;1;3;3;0;1;0;4;7;3;0;0;4;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;N14;FALSE;14;1;1;3;1;4;0;14;0.0;0.0;10;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;56;2;1;0;0;1;0.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;O15;FALSE;15;1;1;1;0;1;0;15;0.0;0.0;1;0;1;0.0;38;3;0;0;3;0;0;0;0;0;2;513;0.10831925675675676;0;6;3;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;R18;FALSE;18;1;1;3;1;4;0;18;0.0;0.0;10;0;2;0.8577259284134864;41;6;0;0;6;3;0;0;0;0;0;4100;0.10820511467103006;0;69;6;13;0;0;3;2;1;0;18;2.7777777777777777;4;0;6;7;2;1;0;9;9;2;0;0;7;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;S19;FALSE;19;1;1;2;0;2;0;19;0.0;0.0;2;0;2;0.0;43;3;1;0;3;0;0;0;0;0;0;8198;0.10817729569956323;0;17;14;0;0;0;3;1;0;0;5;1.2;2;0;2;3;0;0;0;3;2;0;0;0;3;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;U21;FALSE;21;1;1;2;0;2;0;21;0.0;0.0;2;0;4;0.0;46;3;0;0;3;0;0;0;0;0;2;65547;0.10812393500060209;0;9;4;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;V22;FALSE;22;1;1;2;0;2;0;22;0.0;0.0;2;0;1;0.0;1;1;1;0;1;0;0;0;0;0;0;1;0.5;0;14;14;0;0;0;1;1;0;0;2;0.5;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;W23;FALSE;23;1;1;1;0;1;0;23;0.0;0.0;1;0;4;0.0;49;2;0;0;2;0;0;0;0;0;1;262156;0.10811234353658457;0;3;2;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;X24;FALSE;24;1;1;1;0;1;0;24;0.0;0.0;1;0;2;0.0;2;1;1;0;1;0;0;0;0;0;0;3;0.6;0;13;13;0;0;0;2;2;1;0;6;1.1666666666666667;2;0;1;2;2;1;0;4;2;0;0;0;2;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;Q18;FALSE;17;1;1;2;1;3;0;18;0.0;0.0;3;0;1;0.0;1;1;0;0;0;1;0;0;0;0;0;1;0.5;0;12;0;12;0;30;1;1;0;0;3;0.6666666666666666;1;0;1;1;1;0;0;2;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;E6;FALSE;5;2;3;0;2;2;0;6;0.0;0.0;2;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;63;2;1;0;0;2;0.5;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;J9;FALSE;10;1;1;1;0;1;0;9;0.0;0.0;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;1;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;L11;FALSE;12;1;1;3;1;4;0;11;0.0;0.5773502691896256;30;0;1;0.9540407433509558;33;6;2;0;2;6;0;0;1;2;0;16;0.10884353741496598;0;61;11;32;0;0;6;1;0;0;11;2.3636363636363638;4;1;3;3;0;1;0;4;7;3;0;0;4;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;N13;FALSE;14;1;1;3;1;4;0;13;0.0;0.0;10;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;56;2;1;0;0;1;0.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;R17;FALSE;18;1;1;3;1;4;0;17;0.0;0.0;10;0;2;0.8347011117784134;40;6;0;0;6;3;0;0;0;0;0;2052;0.1083021058742809;0;66;6;12;0;0;3;2;1;0;18;2.7777777777777777;4;0;6;7;2;1;0;9;9;2;0;0;7;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;V21;FALSE;22;1;1;2;0;2;0;21;0.0;0.0;2;0;1;0.0;1;1;1;0;1;0;0;0;0;0;0;1;0.5;0;14;14;0;0;0;1;1;0;0;2;0.5;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;X23;FALSE;24;1;1;1;0;1;0;23;0.0;0.0;1;0;2;0.0;2;1;1;0;1;0;0;0;0;0;0;3;0.6;0;13;13;0;0;0;2;2;1;0;6;1.1666666666666667;2;0;1;2;2;1;0;4;2;0;0;0;2;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;W24;FALSE;23;1;1;1;0;1;0;24;0.0;0.0;1;0;4;0.0;50;2;0;0;2;0;0;0;0;0;1;524300;0.10811022582933306;0;3;2;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;U22;FALSE;21;1;1;2;0;2;0;22;0.0;0.0;2;0;4;0.0;47;3;0;0;3;0;0;0;0;0;2;131083;0.10811602163920526;0;9;4;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;S20;FALSE;19;1;1;2;0;2;0;20;0.0;0.0;2;0;2;0.0;44;3;1;0;3;0;0;0;0;0;0;16390;0.10814270350160664;0;17;14;0;0;0;3;1;0;0;5;1.2;2;0;2;3;0;0;0;3;2;0;0;0;3;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;O16;FALSE;15;1;1;1;0;1;0;16;0.0;0.0;1;0;1;0.0;39;3;0;0;3;0;0;0;0;0;2;1025;0.10821368243243243;0;6;3;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;M14;FALSE;13;1;1;3;1;4;0;14;0.0;0.5773502691896257;27;0;1;0.950212931632136;36;9;2;0;2;9;0;0;1;5;0;128;0.10819949281487742;0;78;12;32;0;0;6;1;0;0;11;2.3636363636363638;4;1;3;3;0;1;0;4;7;3;0;0;4;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;K12;FALSE;11;1;1;2;1;3;0;12;0.0;0.0;3;0;1;0.0;1;3;0;0;3;0;0;0;0;0;0;3;0.75;0;11;6;0;0;0;2;1;0;0;4;0.75;1;0;0;3;0;1;0;3;1;0;0;0;3;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;I10;FALSE;9;1;1;2;1;3;0;10;0.0;0.0;3;0;1;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1.0;0;0;0;0;0;56;2;1;0;0;1;0.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;810;595;41;31;2;687;0;50;473;0
03.properties;BMSPT066;O13;FALSE;15;1;1;1;0;1;0;13;0.0;0.0;1;0;1;0.0;36;3;0;0;3;0;0;0;0;0;2;129;0.1089527027027027;0;6;3;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;810;595;41;31;2;687;0;50;473;0
